Дата транзакции;id Клиента;№ операции;Сумма;Статус;email Клиента;Дата первой продажи;Номер когорты;Количество товаров;Товар 1;Товар 2;Товар 3;Товар 3.1;Месяц;Товар 1.1;Товар 2.1;Товар 3.2;Доставка;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37;Unnamed: 38;Unnamed: 39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43;Unnamed: 44;Unnamed: 45;Unnamed: 46;Продукт 1;Продукт 2;Продукт 3;Продукт 4;Продукт 5;Продукт 6;Продукт 7;Продукт 8;Продукт 9;Продукт 10;Продукт 11;Продукт 12;Продукт 13;Продукт 14;Продукт 15;Продукт 16;Продукт 17
30.04.2021;2058;;4 890;completed;Isabellathomas13@outlook.com;24.04.2021;4;3;240.0;3500.0;800.0;;4;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.11.2021;3675;;1 930;completed;Isabellalopez2007@mail.ru;09.09.2021;9;3;240.0;890.0;800.0;;11;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.08.2021;3306;;9 337;completed;Emmataylor1993@yahoo.com;31.08.2021;8;3;3500.0;4900.0;587.0;;8;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.02.2022;3481;;5 275;completed;Isabellabrown2007@yahoo.com;25.12.2021;12;3;3500.0;1100.0;325.0;;14;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.10.2021;1631;;9 800;completed;Liamtaylor33@yandex.ru;07.10.2021;10;2;4900.0;4900.0;;;10;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.2021;2268;;6 077;completed;charlottesmith66@gmail.com;26.04.2021;4;3;587.0;4900.0;240.0;;6;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.05.2021;3601;;4 925;completed;Liambrown2007@yahoo.com;03.05.2021;5;3;3500.0;1100.0;325.0;;5;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.01.2022;2333;;1 040;completed;avawilliams66@gmail.com;06.08.2021;8;2;;800.0;240.0;;13;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.03.2021;3323;;7 737;completed;Isabellataylor1993@outlook.com;29.03.2021;3;3;587.0;1900.0;4900.0;;3;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.10.2021;1423;;3 500;completed;Sophiamartinez1987@outlook.com;12.10.2021;10;3;1900.0;800.0;800.0;;10;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.05.2021;3518;;2 130;completed;Williammoore66@outlook.com;28.05.2021;5;2;890.0;890.0;;;5;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.10.2021;3284;;3 174;completed;Liamtaylor69@yandex.ru;06.03.2021;3;3;587.0;2000.0;587.0;;10;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.02.2021;2616;;5 630;completed;Oliverthomas13@gmail.com;28.02.2021;2;3;890.0;890.0;3500.0;;2;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.05.2021;3483;;7 387;completed;Lucasmoore1993@outlook.com;14.03.2021;3;3;1900.0;587.0;4900.0;;5;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.06.2021;2518;;6 500;completed;Emmamartinez1993@outlook.com;17.06.2021;6;3;1900.0;1100.0;3500.0;;6;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.2021;1974;;5 540;completed;williamsmith69@gmail.com;04.04.2021;4;3;800.0;890.0;3500.0;;11;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.2021;1253;;4 690;completed;Emmasmith1987@mail.ru;25.02.2021;2;3;890.0;1900.0;1900.0;;5;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.09.2021;2215;;2 490;returned;Oliveranderson2007@outlook.com;16.09.2021;9;3;1100.0;800.0;240.0;;9;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.05.2021;1323;;2 627;completed;Charlottebrown1993@outlook.com;25.02.2021;2;3;800.0;587.0;890.0;;5;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.01.2022;3063;;915;completed;avalopez88@gmail.com;30.09.2021;9;2;240.0;325.0;;;13;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.02.2022;1406;;2 012;completed;Emmawilliams69@outlook.com;06.08.2021;8;3;1100.0;587.0;325.0;;14;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.01.2022;1877;;4 327;completed;Alexanderjackson12@outlook.com;29.11.2021;11;3;587.0;240.0;3500.0;;13;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.12.2021;3547;;2 790;completed;Lucassmith13@yahoo.com;30.12.2021;12;2;890.0;;1900.0;;12;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.07.2021;3156;;4 350;completed;avajackson33@yahoo.com;27.03.2021;3;2;;2000.0;2000.0;;7;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.12.2021;1900;;5 150;completed;Williamsmith13@mail.ru;17.04.2021;4;3;800.0;2000.0;2000.0;;12;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.08.2021;3716;;5 900;completed;Olivermartinez88@yahoo.com;16.08.2021;8;3;2000.0;2000.0;1900.0;;8;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.02.2021;3861;;3 477;completed;Liammartinez2007@yahoo.com;24.02.2021;2;3;890.0;2000.0;587.0;;2;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.03.2021;3754;;2 230;completed;Isabellawilliams13@yandex.ru;05.03.2021;3;3;1100.0;240.0;890.0;;3;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.08.2021;2504;;1 414;completed;Avathomas69@outlook.com;27.08.2021;8;3;587.0;240.0;587.0;;8;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.05.2021;3368;;4 225;completed;alexandermoore1993@gmail.com;17.03.2021;3;3;1900.0;325.0;2000.0;;5;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.03.2021;4127;;8 900;returned;Avataylor2007@outlook.com;03.03.2021;3;3;3500.0;3500.0;1900.0;;3;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.2021;4068;;4 030;completed;williamanderson1993@yahoo.com;25.06.2021;6;3;890.0;890.0;1900.0;;6;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.01.2022;2420;;3 100;completed;isabellawilliams1987@gmail.com;07.01.2022;13;2;;1100.0;2000.0;;13;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.08.2021;4127;;1 930;completed;Avataylor2007@outlook.com;03.03.2021;3;3;240.0;1100.0;240.0;;8;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.04.2021;2937;;2 837;completed;Oliversmith66@yandex.ru;21.04.2021;4;3;1100.0;800.0;587.0;;4;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.04.2021;2822;;5 725;completed;Alexandermoore66@yahoo.com;18.04.2021;4;3;3500.0;1900.0;325.0;;4;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.06.2021;2755;;8 350;completed;Charlotteanderson12@mail.ru;08.06.2021;6;3;4900.0;1100.0;2000.0;;6;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.12.2021;2802;;4 125;completed;Emmawilliams33@outlook.com;31.12.2021;12;3;1900.0;1900.0;325.0;;12;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.12.2021;3148;;2 064;completed;Sophiasmith1993@yahoo.com;11.05.2021;5;3;890.0;587.0;587.0;;12;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.08.2021;1293;;3 125;completed;Alexanderthomas69@yandex.ru;18.08.2021;8;3;800.0;2000.0;325.0;;8;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.08.2021;3116;;3 940;completed;Lucasthomas2007@mail.ru;02.03.2021;3;3;800.0;890.0;1900.0;;8;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.2022;3135;;3 825;completed;Olivermartinez0@yandex.ru;06.01.2022;13;2;325.0;;3500.0;;13;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.2021;4183;;3 590;completed;Lucaswilliams12@yandex.ru;31.03.2021;3;3;890.0;800.0;1900.0;;6;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.03.2021;2762;;8 800;returned;oliverwilliams1987@gmail.com;11.03.2021;3;3;1900.0;4900.0;2000.0;;3;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.07.2021;3294;;6 030;completed;Isabellabrown69@mail.ru;15.07.2021;7;3;890.0;240.0;4900.0;;7;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.04.2021;2156;;10 750;completed;Lucaswilliams88@yandex.ru;22.04.2021;4;3;4900.0;3500.0;2000.0;;4;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.10.2021;3210;;6 727;completed;emmabrown2007@gmail.com;10.08.2021;8;3;4900.0;587.0;890.0;;10;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.09.2021;1382;;2 020;completed;williamthomas69@yahoo.com;05.04.2021;4;3;890.0;890.0;240.0;;9;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.09.2021;1523;;2 315;completed;Olivermartinez12@yandex.ru;25.09.2021;9;3;890.0;325.0;1100.0;;9;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.04.2021;3783;;5 640;completed;Charlottebrown12@yahoo.com;07.04.2021;4;3;1900.0;240.0;3500.0;;4;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2021;2692;;2 365;completed;sophiaanderson0@gmail.com;03.10.2021;10;3;890.0;325.0;800.0;;10;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.01.2022;3093;;3 424;completed;Charlottethomas69@yahoo.com;27.09.2021;9;3;587.0;1900.0;587.0;;13;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.08.2021;1861;;5 640;completed;Alexandermoore0@yandex.ru;24.04.2021;4;3;240.0;1900.0;3500.0;;8;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.09.2021;3095;;4 225;completed;Emmamartinez1993@yandex.ru;20.09.2021;9;3;325.0;2000.0;1900.0;;9;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.03.2021;1285;;3 380;completed;Sophiabrown1987@outlook.com;12.03.2021;3;3;890.0;1900.0;240.0;;3;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.07.2021;3699;;2 015;completed;liambrown12@gmail.com;22.02.2021;2;3;240.0;325.0;1100.0;;7;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.01.2022;2883;;3 137;completed;isabellataylor33@gmail.com;26.02.2021;2;3;1100.0;587.0;1100.0;;13;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.09.2021;1309;;4 065;completed;Sophiabrown1987@outlook.com;16.09.2021;9;3;325.0;240.0;3500.0;;9;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.10.2021;2690;;7 900;completed;alexanderlopez12@gmail.com;05.10.2021;10;3;1900.0;1100.0;4900.0;;10;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.05.2021;2579;;3 727;completed;Williamanderson1993@yandex.ru;08.05.2021;5;3;1900.0;890.0;587.0;;5;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.03.2021;3193;;7 125;completed;Avathomas88@yahoo.com;08.03.2021;3;3;1900.0;4900.0;325.0;;3;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.07.2021;2297;;2 240;completed;Liamanderson88@outlook.com;09.05.2021;5;2;;240.0;2000.0;;7;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.03.2021;2694;;2 000;completed;Liammoore12@yahoo.com;22.03.2021;3;1;;;2000.0;;3;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.08.2021;2637;;5 400;completed;Williamtaylor69@yandex.ru;25.08.2021;8;2;3500.0;;1900.0;;8;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.08.2021;4055;;4 325;completed;Isabellathomas66@mail.ru;30.08.2021;8;3;2000.0;325.0;2000.0;;8;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.05.2021;2763;;1 600;completed;alexanderanderson1987@gmail.com;22.04.2021;4;2;800.0;;800.0;;5;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.07.2021;2468;;4 715;completed;Alexanderanderson69@yandex.ru;08.07.2021;7;3;3500.0;325.0;890.0;;7;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.2021;3157;;6 900;completed;sophiasmith13@gmail.com;27.06.2021;6;2;2000.0;4900.0;;;6;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.03.2021;1927;;8 725;completed;Avaanderson69@yahoo.com;30.03.2021;3;3;4900.0;325.0;3500.0;;3;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.07.2021;3732;;4 630;completed;Alexanderthomas0@mail.ru;03.07.2021;7;3;890.0;240.0;3500.0;;7;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.01.2022;4011;;2 912;completed;Charlottethomas69@yahoo.com;02.03.2021;3;3;587.0;325.0;2000.0;;13;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.2021;4062;;1 977;completed;Olivermartinez88@mail.ru;17.05.2021;5;3;240.0;587.0;800.0;;6;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.04.2021;1722;;4 700;completed;Isabellajackson66@yandex.ru;09.04.2021;4;3;2000.0;1900.0;800.0;;4;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
